from,to,interaction_type,n_references,curation_effort,is_stimulation,consensus_stimulation,is_inhibition,consensus_inhibition,is_directed,consensus_direction,PMDI_interaction
FOXP3,HIF1A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIF1AN,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIKESHI,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HINFP,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HINT1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIP1R,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIPK1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIPK2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIRA,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIVEP1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIVEP2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HIVEP3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HJV,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HK1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HKDC1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HLA-DQB1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HLA-E,transcriptional,2,2,1,1,0,0,1,1,20554955;24523508
FOXP3,HLF,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMBS,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMCN1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMGB1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMGB2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMGN2P46,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMGN4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMHB1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMMR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMOX1,post_translational;transcriptional,1,1,1,1,0,0,1,1,15652505
FOXP3,HMOX2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMSD,transcriptional,2,2,0,0,0,0,1,0,20554955
FOXP3,HMX2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HMX3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPA2B1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPA3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPC,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPD,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPF,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPH3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPK,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPLL,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPUL1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HNRNPUL2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HOATZ,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HOMER1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HORMAD1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HORMAD2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HPCAL1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HPGD,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HPGDS,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HPS3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HPSE2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HRCT1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HRES1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HRH2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HS3ST3A1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HS3ST3B1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HS6ST3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSD11B1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSF4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSP90AB1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSP90AB4P,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSP90B1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPA1A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPA1B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPA1L,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPA6,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPA7,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPA8,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPBAP1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPD1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HSPE1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HTR2B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HTRA4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HYCC1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,HYCC2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IARS2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IBTK,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ICA1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ICAM2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ICE2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ICOS,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ID2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ID3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IDE,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IDH1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IDI1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IDI2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IDI2-AS1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IDS,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IER3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IER5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFI16,transcriptional,2,2,0,0,1,1,1,1,20200542;20554955
FOXP3,IFIH1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFIT2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFITM1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFITM2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFITM3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFITM5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFNAR2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFNG,transcriptional,6,6,0,0,1,1,1,1,17028180;17377532;19877017;20308632;20554955;23543754
FOXP3,IFNGR2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFNLR1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFT57,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFT74,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IFT80,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGF1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGF1R,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGF2BP3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGF2R,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHA1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHD,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHG1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHG3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHJ1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHM,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHV1-3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHV2-5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHV3-23,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHV3-30,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHV3-48,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGHV4-4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLC1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLV1-44,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLV2-14,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLV3-1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLV3-19,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLV3-21,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLV3-25,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGLV4-3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IGSF3,transcriptional,2,2,1,1,0,0,1,1,20554955;25567984
FOXP3,IGSF6,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IKBKE,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IKZF1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IKZF2,transcriptional,2,2,1,1,0,0,1,1,19797626;20554955
FOXP3,IKZF3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL10,transcriptional,7,7,1,1,0,0,1,1,18374871;19775525;20554955;20573297;24315995
FOXP3,IL10RA,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL10RB,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL12B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL12RB2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL15,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL16,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL17A,transcriptional,5,5,0,0,1,1,1,1,18434325;19088203;19877017;20221429;23409930
FOXP3,IL17RA,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL18R1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL18RAP,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL19,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL1B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL1RAP,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL1RL1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL1RL2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL2,post_translational;transcriptional,23,23,0,0,1,1,1,1,11483607;16873067;17028180;17416586;17430097;17586580;17632414;17922010;18324310;18759924;18779564;19172156;19564342;20429413;21458306;21654845;21955384;22579476;22806628;23275607;23954131;25567984
FOXP3,IL22,transcriptional,1,1,1,1,0,0,1,1,23244505
FOXP3,IL23R,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL24,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL26,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL2RA,post_translational;transcriptional,9,9,1,1,0,0,1,1,15466453;17028180;18606654;20554955;21036387;23144749
FOXP3,IL2RB,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL31RA,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL32,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL4,transcriptional,5,5,1,1,0,0,1,1,18374871;18395799;19775525;20554955;20573297
FOXP3,IL4I1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL4R,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL6,transcriptional,2,2,0,0,1,1,1,1,19797626;24315995
FOXP3,IL7R,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IL9,transcriptional,1,1,1,1,0,0,1,1,26365427
FOXP3,ILRUN,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IMMP2L,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IMP3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IMPACT,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ING3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INO80C,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INPP4B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INPP5A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INPP5D,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INPP5F,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INSIG1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INSR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INTS13,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INTS5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INTU,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,INVS,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IPCEF1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IPMK,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IPP,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IQCH,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IQCK,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IQGAP1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IQGAP2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IQGAP3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IQUB,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRAG2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRAK2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRAK3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRF2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRF2BP2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRF2BPL,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRF4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRF6,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRF8,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRS1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRS2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IRX5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ISG20,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ISM1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IST1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ISY1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGA2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGA3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGA4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGA6,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGAE,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGAV,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGB3BP,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITGB7,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITK,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITM2A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITM2B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITPKB,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITPR1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITPR2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,ITPRIP,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,IVNS1ABP,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JAK1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JAK2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JAKMIP1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JAML,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JARID2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JAZF1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JDP2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JMJD1C,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,JMJD6,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KALRN,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KANK3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KANSL1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KAT2B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KAT6A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KAT6B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KAT7,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KBTBD2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KBTBD8,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNA2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNA3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNAB1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNIP2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNIP4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNK1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNK7,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNMA1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNMB2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNN4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNQ5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNS1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCNU1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCT2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KCTD16,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDELR3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDM2A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDM3B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDM4C,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDM5B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDM6B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDM7A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDM8,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KDSR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA0040,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA0232,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA0319L,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA0408,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA0586,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA0825,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA1191,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA1217,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA1549,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA1586,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIAA2013,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF11,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF13B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF14,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF16B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF17,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF27,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF2C,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF3A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIF3B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIFAP3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KIR3DX1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLF12,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLF3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLF6,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLF7,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLF9,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL11,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL25,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL28,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL29,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL31,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL42,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL5,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLHL6,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLRB1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLRD1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KLRG1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KMO,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KMT2A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KMT2B,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KMT2C,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KMT2D,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRBA2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRCC1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRR1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRT10,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRT10-AS1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRT25,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRT27,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRT28,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRTAP10-10,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRTAP10-11,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRTAP12-2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRTAP12-3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KRTAP12-4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KSR1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,KYAT1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,L2HGDH,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,L3MBTL3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LAIR1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LAIR2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LAMA2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LAMA3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LANCL1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LAPTM4A,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LARP7,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LARS1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LATS2,transcriptional,1,1,1,1,0,0,1,1,21278236
FOXP3,LAX1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LAYN,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LBHD1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LBR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LCMT1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LCOR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LCP1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LDAH,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LDB2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LDHB,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LDLR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LDLRAD4,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LEF1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LEFTY1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LEKR1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LEMD3,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LEO1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LEPROTL1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LETM1,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LETM2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LGMN,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LHCGR,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LHFPL2,transcriptional,1,1,0,0,0,0,1,0,20554955
FOXP3,LHX8,transcriptional,1,1,0,0,0,0,1,0,20554955
