from,to,interaction_type,n_references,curation_effort,is_stimulation,consensus_stimulation,is_inhibition,consensus_inhibition,is_directed,consensus_direction,PMDI_interaction
7SK,CDK9,lncrna_post_transcriptional,1,1,0,0,0,0,1,0,21098020
7SK,HEXIM1,lncrna_post_transcriptional,10,10,0,0,0,0,1,0,15201869;15994294;17671421;18407829;19239885;19244621;20675720;20808803;20926576;22609015
7SK,HMGA1,lncrna_post_transcriptional,3,3,0,0,0,0,1,0,21087998;21282977;21957495
7SK,LARP7,lncrna_post_transcriptional,5,5,0,0,0,0,1,0,18249148;18281698;18483487;21853533;22488152
7SK,MEPCE,lncrna_post_transcriptional,1,1,0,0,0,0,1,0,17643375
7SK,TAT,lncrna_post_transcriptional,2,2,0,0,0,0,1,0,20471949;20976203
7SL,APOBEC3F,lncrna_post_transcriptional,1,1,0,0,0,0,1,0,18067920
7SL,SRP19,lncrna_post_transcriptional,1,1,0,0,0,0,1,0,2460823
7SL,SRP54,lncrna_post_transcriptional,1,1,0,0,0,0,1,0,1702385
7SL,UCN2,lncrna_post_transcriptional,1,1,0,0,0,0,1,0,6196367
A0A059VC25,ACTN1,post_translational,0,0,0,0,0,0,1,0,
A0A059VC25,PTK2,post_translational,1,1,0,0,0,0,1,0,7509446
A0A059VC25,PXN,post_translational,0,0,0,0,0,0,1,0,
A0A059VC25,SH3GL1,post_translational,0,0,0,0,0,0,1,0,
A0A087WWS6,IFNAR1,post_translational,0,0,0,0,0,0,1,0,
A0A087WWS6,IFNAR2,post_translational,2,1,0,0,0,0,1,0,8969169
A0A0A0MR89,NLGN1,post_translational,0,0,0,0,0,0,1,0,
A0A0A0MR89,NLGN2,post_translational,0,0,0,0,0,0,1,0,
A0A0C4DG17,PRND,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,ADRA2A,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,BDKRB2,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,FPR1,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,MC4R,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,OPRD1,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,OPRM1,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,PDE6G,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,RPLP2,post_translational,0,0,0,0,0,0,1,0,
A0A0S2Z3I6,SNCA,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,ABL1,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,ANXA1,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,BCR,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,BTK,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,CASP9,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,CAT,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,CDK5,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,CRK,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,CRKL,post_translational,1,1,0,0,0,0,1,0,9710592
A0A173G4P4,MDM2,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,MUC1,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,NFKBIA,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,PLSCR1,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,PLSCR4,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,PRKD1,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,PSTPIP1,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,PTPN6,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,RAD51,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,RAD52,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,RAD9A,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,TOP1,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,TP73,post_translational,0,0,0,0,0,0,1,0,
A0A173G4P4,WASF2,post_translational,0,0,0,0,0,0,1,0,
A1BG,PPP1R13B,post_translational,0,0,1,1,0,0,1,1,
A1CF,PLN,post_translational,1,1,0,0,0,0,1,0,23220155
A2M,CHAT,post_translational,0,0,0,0,1,1,1,1,
A2M,F2,post_translational,0,0,0,0,1,1,1,1,
A2M,KLK3,post_translational,4,4,0,0,1,1,1,1,1702714;25241761;8583572
A2M,LRP1,post_translational,11,8,1,1,0,0,1,1,10652313;12194978;1702392;19026743
A2M,MMP2,post_translational,5,5,0,0,1,1,1,1,25241761;9344465
A2M,MMP9,post_translational,1,1,0,0,1,1,1,1,9344465
A2M,PLG,post_translational,0,0,0,0,1,1,1,1,
A2M,PROC,post_translational,0,0,0,0,1,1,1,1,
A2M,PROS1,post_translational,0,0,0,0,1,1,1,1,
A9UF07,ABL1,post_translational,2,2,0,0,0,0,1,0,17164333;21347248
A9UF07,BCR,post_translational,10,10,0,0,0,0,1,0,11376433;12124177;8112292;8622703;8955135;9178913;9407116;9467953;9747873
A9UF07,CHCHD2,post_translational,0,0,0,0,0,0,1,0,
A9UF07,CRKL,post_translational,8,8,0,0,0,0,1,0,10608804;15256422;16424036;19061839;20697350;34921014;9053848;9710592
A9UF07,GRB2,post_translational,1,1,0,0,0,0,1,0,11726515
A9UF07,LASP1,post_translational,0,0,0,0,0,0,1,0,
A9UF07,RAD51,post_translational,0,0,0,0,0,0,1,0,
A9UF07,RAD52,post_translational,3,3,0,0,0,0,1,0,12379650;21804533;23836560
A9UF07,RHOA,post_translational,1,1,0,0,0,0,1,0,23027962
AAAS,ALYREF,post_translational,0,0,1,1,0,0,1,1,
AAAS,CPSF1,post_translational,0,0,1,1,0,0,1,1,
AAAS,CPSF2,post_translational,0,0,1,1,0,0,1,1,
AAAS,CPSF3,post_translational,0,0,1,1,0,0,1,1,
AAAS,DDX20,post_translational,0,0,1,1,0,0,1,1,
AAAS,EIF4E,post_translational,0,0,1,1,0,0,1,1,
AAAS,GCK,post_translational,0,0,1,1,0,0,1,1,
AAAS,GCKR,post_translational,0,0,1,1,0,0,1,1,
AAAS,GEMIN2,post_translational,0,0,1,1,0,0,1,1,
AAAS,GEMIN5,post_translational,0,0,1,1,0,0,1,1,
AAAS,GEMIN6,post_translational,0,0,1,1,0,0,1,1,
AAAS,GEMIN7,post_translational,0,0,1,1,0,0,1,1,
AAAS,KPNA1,post_translational,0,0,1,1,0,0,1,1,
AAAS,KPNB1,post_translational,0,0,1,1,0,0,1,1,
AAAS,MAGOH,post_translational,0,0,1,1,0,0,1,1,
AAAS,NCBP1,post_translational,0,0,1,1,0,0,1,1,
AAAS,NCBP2,post_translational,0,0,1,1,0,0,1,1,
AAAS,NXF1,post_translational,0,0,1,1,0,0,1,1,
AAAS,RAN,post_translational,0,0,1,1,0,0,1,1,
AAAS,RBM8A,post_translational,0,0,1,1,0,0,1,1,
AAAS,RNPS1,post_translational,0,0,1,1,0,0,1,1,
AAAS,SLBP,post_translational,0,0,1,1,0,0,1,1,
AAAS,SMN1,post_translational,0,0,1,1,0,0,1,1,
AAAS,SNRPB,post_translational,0,0,1,1,0,0,1,1,
AAAS,SNRPD1,post_translational,0,0,1,1,0,0,1,1,
AAAS,SNRPD2,post_translational,0,0,1,1,0,0,1,1,
AAAS,SNRPD3,post_translational,0,0,1,1,0,0,1,1,
AAAS,SNRPE,post_translational,0,0,1,1,0,0,1,1,
AAAS,SNRPF,post_translational,0,0,1,1,0,0,1,1,
AAAS,SNRPG,post_translational,0,0,1,1,0,0,1,1,
AAAS,SRRM1,post_translational,0,0,1,1,0,0,1,1,
AAAS,UPF3B,post_translational,0,0,1,1,0,0,1,1,
AAAS,XPO1,post_translational,0,0,1,1,0,0,1,1,
AADAT,RANBP2,post_translational,1,1,0,0,0,0,1,0,20068231
AAK1,AP1M1,post_translational,3,3,1,1,0,0,1,1,11877461
AAK1,AP2M1,post_translational,11,11,1,1,0,0,1,1,11877457;11877461;25852190;31905947;33137362;33961781;34315807
AAK1,ATP1A3,post_translational,1,1,0,0,0,0,1,0,30623173
AAK1,NUMB,post_translational,4,5,1,1,0,0,1,1,18657069
AAK1,SOX2,post_translational,0,0,1,1,0,0,1,1,
AANAT,MTNR1A,post_translational,7,5,1,1,0,0,1,1,12943195
AANAT,MTNR1B,post_translational,4,3,1,1,0,0,1,1,12943195
AASDHPPT,FASN,post_translational,1,1,0,0,0,0,1,0,18022563
AATF,BAX,transcriptional,2,2,0,0,1,1,1,1,22909821
AATF,CDKN1A,transcriptional,1,1,0,0,0,0,1,0,17157788
AATF,KLK3,transcriptional,2,2,1,1,0,0,1,1,23146908
AATF,MYC,transcriptional,1,1,1,1,0,0,1,1,20549547
AATF,TP53,transcriptional,1,1,0,0,0,0,1,0,17157788
AATK,CDK5R1,post_translational,4,4,1,1,0,0,1,1,14521924;23331499
AATK,STK39,post_translational,3,3,0,0,1,1,1,1,14563843;17267545;23331499
ABCA1,APOA1,post_translational,7,7,1,0,0,0,1,0,12084722;15347662;22271762;30458687
ABCA1,APOC3,post_translational,0,0,1,1,0,0,1,1,
ABCA1,JAK2,post_translational,0,0,1,1,0,0,1,1,
ABCA1,LDLR,post_translational,0,0,0,0,1,1,1,1,
ABCA1,MEGF10,post_translational,1,1,1,0,0,0,1,0,17205124
ABCA1,SHANK1,post_translational,1,1,0,0,0,0,1,0,16192279
ABCA7,APOA1,post_translational,1,1,1,1,0,0,1,1,12917409
ABCB1,ABCC1,post_translational,0,0,0,0,1,1,1,1,
ABCB1,CLCN3,post_translational,1,1,0,0,0,0,1,0,26877779
ABCB1,CYP3A4,post_translational,0,0,1,1,0,0,1,1,
ABCB1,SRC,post_translational,1,1,0,0,0,0,1,0,26877779
ABCB1,TP53,post_translational,0,0,0,0,1,0,1,0,
ABCC3,ALB,post_translational,0,0,1,1,0,0,1,1,
ABCC5,AR,post_translational,1,1,0,0,0,0,1,0,33994848
ABCC8,NPPA,post_translational,0,0,1,1,0,0,1,1,
ABCC8,TP53,post_translational,1,1,0,0,0,0,1,0,24474649
ABCF2,CASP9,post_translational,0,0,0,0,1,1,1,1,
ABCG1,TMEM132D,post_translational,0,0,1,1,0,0,1,1,
ABCG2,EGFR,post_translational,1,1,0,0,0,0,1,0,21731744
ABHD5,PNPLA2,post_translational,4,4,1,1,0,0,1,1,17189257;23297223
ABHD5,RPS6KB1,post_translational,1,1,0,0,0,0,1,0,33219129
ABI1,ABL1,post_translational,40,40,1,0,0,0,1,0,11163214;11418237;12591740;12672821;17101133;17145710;18328268;20598684;21320496;23331499;23740246;7590237;8943360;9010225;9593709
ABI1,ACTR2,post_translational,0,0,1,1,0,0,1,1,
ABI1,ACTR3,post_translational,0,0,1,1,0,0,1,1,
ABI1,ARPC1B,post_translational,0,0,1,1,0,0,1,1,
ABI1,ARPC2,post_translational,0,0,1,1,0,0,1,1,
ABI1,ARPC3,post_translational,0,0,1,1,0,0,1,1,
ABI1,ARPC4,post_translational,0,0,1,1,0,0,1,1,
ABI1,ARPC5,post_translational,0,0,1,1,0,0,1,1,
ABI1,CBL,post_translational,6,6,1,1,0,0,1,1,17395426;18594017
ABI1,CRK,post_translational,2,2,0,0,0,0,1,0,20598684;26473374
ABI1,DIAPH1,post_translational,0,0,1,1,0,0,1,1,
ABI1,PIK3AP1,post_translational,0,0,1,1,0,0,1,1,
ABI1,RAC1,post_translational,0,0,1,1,0,0,1,1,
ABI1,RPS3,post_translational,0,0,1,1,0,0,1,1,
ABI2,ACTR2,post_translational,0,0,1,1,0,0,1,1,
ABI2,ACTR3,post_translational,0,0,1,1,0,0,1,1,
ABI2,ARPC1B,post_translational,0,0,1,1,0,0,1,1,
ABI2,ARPC2,post_translational,0,0,1,1,0,0,1,1,
ABI2,ARPC3,post_translational,0,0,1,1,0,0,1,1,
ABI2,ARPC4,post_translational,0,0,1,1,0,0,1,1,
ABI2,ARPC5,post_translational,0,0,1,1,0,0,1,1,
ABI3BP,PXN,post_translational,1,1,0,0,0,0,1,0,23666637
ABL1,ABI1,post_translational,50,50,1,1,0,0,1,1,11163214;11418237;12591740;12672821;17101133;17145710;17389395;18083107;18328268;19534553;20598684;20841568;21320496;26428302;7590237;8943360;9010225;9593709
ABL1,ABI2,post_translational,11,11,1,1,0,0,1,1,12569093;17101133;27229929;33961781;7590236
ABL1,ABI3,post_translational,0,0,1,1,0,0,1,1,
ABL1,ABL2,post_translational,11,11,1,1,0,0,1,1,12569093;15735735;20841568;27229929
ABL1,ACAP2,post_translational,1,1,0,0,0,0,1,0,17570479
ABL1,ACTA1,post_translational,1,1,0,0,0,0,1,0,11309382
ABL1,ACTB,post_translational,1,1,0,0,1,0,1,0,8294516
ABL1,ADAM15,post_translational,3,3,0,0,0,0,1,0,11741929
ABL1,AHSA1,post_translational,6,6,1,1,0,0,1,1,26235616;26693507;27515256;29127155
ABL1,ANXA1,post_translational,6,6,0,0,0,0,1,0,20841568;2457390
ABL1,APBB1,post_translational,13,13,1,1,0,0,1,1,11279131;15031292;18922798;20110615;20841568;22506131;26255939
ABL1,APP,post_translational,5,5,1,1,0,0,1,1,11279131;20841568
ABL1,ARHGAP35,post_translational,4,4,1,1,0,0,1,1,15084284;20841568
ABL1,ARHGDIB,post_translational,4,4,0,0,0,0,1,0,24055812;32903764
ABL1,ATR,post_translational,2,2,1,1,0,0,1,1,20798688
ABL1,BAX,transcriptional,2,2,1,1,0,0,1,1,11753601
ABL1,BCAR1,post_translational,14,14,1,1,0,0,1,1,15951569;16212419;17129785;17615370;18083107;19534553;20841568;7780740;8810278
ABL1,BCL2,transcriptional,2,2,0,0,1,1,1,1,11753601
ABL1,BCL6,transcriptional,2,2,0,0,1,1,1,1,15509806
ABL1,BCR,post_translational,24,24,1,1,1,0,1,1,10405761;11376433;11780146;12124177;12522270;12543778;16912036;1712671;20841568;21653319;7529874;8112292;8622703;8955135;9178913;9407116;9467953
ABL1,BIN1,post_translational,1,1,0,0,0,0,1,0,9356459
ABL1,BRCA1,post_translational,6,6,0,0,0,0,1,0,12024016;17352427
ABL1,BRK1,post_translational,0,0,1,1,0,0,1,1,
ABL1,BTK,post_translational,40,41,0,0,1,1,1,1,10051622;11598012;12445832;12573241;15212693;16300960;16497976;17932028;20841568;25704810;27602755;34162728;8629002;8630736;9188445;9326643
ABL1,C3,post_translational,1,1,0,0,0,0,1,0,4062888
ABL1,CABLES1,post_translational,1,1,0,0,0,0,1,0,11955625
ABL1,CABLES2,post_translational,1,1,0,0,0,0,1,0,11955625
ABL1,CASP9,post_translational,16,16,1,1,0,0,1,1,15657060;20841568;22553782;24974292;28177918;29066624
ABL1,CAT,post_translational,16,16,1,1,0,0,1,1,12777400;12950161;20841568;24602691;26117330;26340608;26375285;29535798
ABL1,CAV1,post_translational,26,26,1,1,0,0,1,1,11075810;11094059;12036959;12531427;15592455;15951569;16151024;17389395;18083107;19534553;20808760;20841568;24632723;25672415;27292265;27572515;8632005
ABL1,CBL,post_translational,51,52,1,1,1,0,1,1,10391678;10829062;11239464;11494134;11994282;11997497;12475393;12522270;12604776;14604282;14725908;15212693;15556646;16713569;16955467;17389395;19380743;19823681;20675402;20841568;7925293;8626543;9102067;9174058;9195915;9525940;9890970
ABL1,CBLB,post_translational,0,0,1,1,0,0,1,1,
ABL1,CBLC,post_translational,0,0,1,1,0,0,1,1,
ABL1,CCND2,transcriptional,2,2,1,1,0,0,1,1,15509806
ABL1,CD19,post_translational,10,10,1,1,0,0,1,1,11120811;20841568
ABL1,CDC73,post_translational,3,3,0,0,0,0,1,0,21726809;26742426
ABL1,CDH2,post_translational,0,0,1,1,0,0,1,1,
ABL1,CDK5,post_translational,44,44,1,1,0,0,1,1,10896159;11113134;11583627;12372285;14757045;15212693;15689152;16497976;18083107;18691976;19369195;19413330;19534553;19690332;19700222;19901323;20068231;20841568;23348931;24600352;24975575;26944284;28646794;29063113;30505273;31327290;33396266;9038181
ABL1,CDKN1A,post_translational;transcriptional,4,4,1,1,0,0,1,1,11753601;9916993
ABL1,CDKN1B,post_translational,12,12,0,0,1,1,1,1,16195327;17254966;17254967;17908796;22276948;22988851
ABL1,CDKN1C,post_translational,0,0,0,0,0,0,1,0,
ABL1,CDKN2A,post_translational,0,0,1,1,0,0,1,1,
ABL1,CDV3,post_translational,4,4,0,0,0,0,1,0,12606058;20841568
ABL1,CEBPB,post_translational,3,3,1,1,0,0,1,1,19563810
ABL1,CHCHD2,post_translational,3,3,0,0,0,0,1,0,27913209;29540477;33257573
ABL1,CHRNB1,post_translational,4,4,1,1,0,0,1,1,15340048;20841568
ABL1,CKMT1B,post_translational,2,2,1,1,0,0,1,1,30174304
ABL1,CLASP2,post_translational,1,1,1,1,0,0,1,1,24520051
ABL1,CRK,post_translational,113,115,1,0,1,1,1,1,10592173;11080615;11314030;11380621;11956190;12097319;12198159;12384576;12799422;12955086;15696159;16187300;16267043;16522685;16713569;16919435;17016520;17081983;17474147;17515907;17570479;18619508;18768933;18835194;19001122;19380743;19426560;19534553;20068231;20697350;20841568;21602891;21779437;22848689;23124138;24412932;25381819;25860930;31848320;33801580;33961781;7542925;7926767;8194526;8875975;8978305;9480911;9480991;9642287;9747873
ABL1,CRKL,post_translational,58,60,1,1,1,0,1,1,10592173;10837221;14604282;15459660;16443220;16955467;18768933;18794134;18809728;18835194;19823681;20841568;21051857;21199784;21435002;22286129;22581121;23331499;24412932;26192618;26500649;28734947;33961781;7493940;7926767;8083188;8524328;8978305;9053848;9710592;9820532
ABL1,CSF1,transcriptional,4,4,1,1,0,0,1,1,18619508;23418320
ABL1,CTNNB1,post_translational,12,12,1,1,1,1,1,1,16099633;17318191;17618275;20840866;20841568;24465953
ABL1,CTNND1,post_translational,4,4,1,1,0,0,1,1,11891774;20841568
ABL1,CTNND2,post_translational,2,2,0,0,0,0,1,0,11891774;24412473
ABL1,CTTN,post_translational,6,6,1,1,0,0,1,1,17306540;20841568;20861316
ABL1,CUL4A,post_translational,2,2,1,1,0,0,1,1,19231300
ABL1,CXCL12,post_translational,0,0,0,0,1,1,1,1,
ABL1,CYFIP2,post_translational,0,0,1,1,0,0,1,1,
ABL1,DAB1,post_translational,1,1,0,0,0,0,1,0,17570479
ABL1,DCBLD1,post_translational,0,0,0,0,0,0,1,0,
ABL1,DCBLD2,post_translational,2,2,0,0,0,0,1,0,23770091;32606017
ABL1,DCX,post_translational,1,1,0,0,0,0,1,0,14757045
ABL1,DDB1,post_translational,2,2,0,0,0,0,1,0,12107171;28087699
ABL1,DDB2,post_translational,6,6,0,0,1,1,1,1,12107171;20841568
ABL1,DDX5,post_translational,5,5,1,1,0,0,1,1,17018282;17384675;17412694;30506978
ABL1,DENND2B,post_translational,2,2,0,0,0,0,1,0,17145710;9632734
ABL1,DGCR8,post_translational,3,3,1,1,0,0,1,1,26126715;27182551
ABL1,DGKA,post_translational,3,3,0,0,0,0,1,0,23582058;23847619;24708409
ABL1,DLG4,post_translational,2,2,1,1,0,0,1,1,20220006
ABL1,DNM1L,post_translational,2,2,1,1,0,0,1,1,29022905
ABL1,DNM2,post_translational,7,7,1,1,0,0,1,1,17474147;19833721;20841568
ABL1,DOK1,post_translational,14,14,1,1,0,0,1,1,10567556;10688886;11071635;12777393;15148308;15592455;18768933;25043303;9008161;9822717
ABL1,DOK3,post_translational,1,1,0,0,0,0,1,0,10567556
ABL1,EGFR,post_translational,56,56,1,1,0,0,1,1,10069801;12631709;12648464;1314835;14760089;15192046;15329413;15618223;15901825;16273093;16943190;18668345;19915609;2022651;2022652;20841568;24430869;24658140;25073158;25173817;25402006;26079946;28338646;28724430;29880877;31980649;32019812;3263271;33574089;33707748;33889303;33947961;34107301;34290403;34385595;34469737;34539858;7506413;7678409;7741752;8408058;8490966;8910327;9733788
ABL1,EMB,post_translational,1,1,0,0,0,0,1,0,12573241
ABL1,EMD,post_translational,2,2,0,0,0,0,1,0,16857009;24365856
ABL1,ENAH,post_translational,6,6,1,1,0,0,1,1,12672821;17101133;20841568
ABL1,ENO1,post_translational,4,4,0,0,0,0,1,0,20841568;6330085
ABL1,EPHB2,post_translational,9,9,1,1,1,0,1,1,11494128;20841568;23331499
ABL1,EPS8,post_translational,0,0,1,1,0,0,1,1,
ABL1,ERBB2,post_translational,4,4,0,0,0,0,1,0,16273093;19275932;22973453
ABL1,ERBB3,post_translational,3,3,0,0,0,0,1,0,16273093;22973453
ABL1,ERBB4,post_translational,3,3,0,0,0,0,1,0,16273093;22973453
ABL1,ERCC3,post_translational,4,4,0,0,1,1,1,1,20841568;9874796
ABL1,ERCC6,post_translational,16,16,1,1,0,0,1,1,17626041;20841568
ABL1,ERRFI1,post_translational,3,3,0,0,0,0,1,0,22975324;26967626;32574989
ABL1,ESR1,post_translational,8,8,1,1,0,0,1,1,20101225;20841568;30692633
ABL1,ESR2,post_translational,2,2,0,0,0,0,1,0,24960160;27323858
ABL1,EVL,post_translational,1,1,0,0,0,0,1,0,10945997
ABL1,FHL2,post_translational,2,2,0,0,0,0,1,0,33932144
ABL1,FOXA1,post_translational,1,1,0,0,0,0,1,0,27883218
ABL1,FOXO3,transcriptional,2,2,1,1,0,0,1,1,15509806
ABL1,GLO1,post_translational,1,1,1,1,0,0,1,1,34838714
ABL1,GMFG,post_translational,4,4,0,0,1,1,1,1,24818551;28390425;30811945
ABL1,GMNN,post_translational,2,2,1,1,0,0,1,1,24789045
ABL1,GPX1,post_translational,12,12,1,1,0,0,1,1,12893824;20841568
ABL1,GRAP,post_translational,4,4,1,1,0,0,1,1,23331499;23399893;7926767;8647802
ABL1,GRB2,post_translational,39,39,1,0,1,1,1,1,10592173;11726515;14725908;16713569;16955467;17474147;19380743;19823681;20841568;22726438;23181695;23950177;7926767;8112292;8194526;8596638;8647802;9407116;9516488
ABL1,GRIN2D,post_translational,1,1,0,0,0,0,1,0,10777567
ABL1,HCK,post_translational,4,4,0,0,0,0,1,0,10849448;9407116
ABL1,HCLS1,post_translational,4,4,1,1,0,0,1,1,18305217;20841568
ABL1,HDAC2,post_translational,5,5,1,1,0,0,1,1,25219501;26603102;32683534
ABL1,HIPK2,post_translational,3,3,1,1,0,0,1,1,25944899;26546517
ABL1,HRAS,post_translational,0,0,0,0,0,0,1,0,
ABL1,HSPA1A,post_translational,4,4,1,1,0,0,1,1,17892306;20841568
ABL1,IKZF1,post_translational,0,0,1,1,0,0,1,1,
ABL1,INHBA,post_translational,0,0,1,1,0,0,1,1,
ABL1,INPPL1,post_translational,7,7,0,0,0,0,1,0,10194451;16858728;19380743;20841568
ABL1,IRF3,post_translational,2,2,1,1,0,0,1,1,30842273
ABL1,IRS1,post_translational,4,4,1,1,0,0,1,1,12560071;20841568
ABL1,JAK1,post_translational,1,1,0,0,0,0,1,0,12130510
ABL1,JAK2,post_translational,23,23,1,1,0,0,1,1,11593427;15143187;15793561;15923602;16705159;16705160;20841568;25821558;9111318
ABL1,JUN,post_translational;transcriptional,18,19,1,1,1,0,1,1,10637231;14757045;15145216;15302935;18619508;19357699;19818398;20841568
ABL1,JUNB,post_translational,2,2,0,0,0,0,1,0,26217035
ABL1,KAT5,post_translational,5,5,0,0,1,1,1,1,24044023;26391293;26546517;26822153
ABL1,KDR,post_translational,1,1,0,0,0,0,1,0,31825830
ABL1,KIT,post_translational,1,1,0,0,0,0,1,0,12374739
ABL1,LASP1,post_translational,10,10,1,0,1,1,1,1,15138294;15465019;17570479;20841568;32872485
ABL1,LAT,post_translational,1,1,0,0,0,0,1,0,19290927
ABL1,LGALS3,post_translational,13,13,0,0,0,0,1,0,20150913;20600357;20841568;22232548;23625538;24205440;24269589
ABL1,MAP2K6,post_translational,2,2,1,1,0,0,1,1,17893873
ABL1,MAP3K1,post_translational,5,5,1,1,0,0,1,1,10866655;20841568
ABL1,MAP4K1,post_translational,10,10,1,1,0,0,1,1,11278340;17474147;9346925
ABL1,MAPK8,post_translational,0,0,1,0,0,0,1,0,
ABL1,MAPT,post_translational,18,18,0,0,0,0,1,0,16014719;18070606;19363261;19604333;19700222;20841568;21368377;21769920;22673542;29103051;32341125
ABL1,MAVS,post_translational,7,7,1,1,0,0,1,1,19914245;22844514;28141795;34566944
ABL1,MCL1,post_translational,0,0,1,1,0,0,1,1,
ABL1,MDM2,post_translational,38,38,1,0,1,1,1,1,12110584;14757045;15212693;15865930;15865937;16702947;19738896;19929178;20651945;20841568;21081495;22352870;23331499;25624478;25973395;27626309;27956626;28690977;29065514;32350255;32477121
ABL1,MDM4,post_translational,9,9,0,0,1,1,1,1,19075013;20651945;20841568;26148237;28690977;29262653;29348869
ABL1,MET,post_translational,30,30,1,1,0,0,1,1,10069803;10490849;10506185;11741535;12475979;12766170;15475459;21777671;7513258;7687741;7708691;7731718;7838524;7961992;8547236;8662889;8906793;9242692;9252406;9391119;9444958;9826708
ABL1,MICAL1,post_translational,1,1,1,1,0,0,1,1,28689759
ABL1,MLH1,post_translational,1,1,1,1,0,0,1,1,36338985
ABL1,MSH5,post_translational,13,13,0,0,0,0,1,0,16397227;19442657;20841568;22401567
ABL1,MTOR,post_translational,5,5,1,1,1,0,1,1,10753870;21071413;23331499
ABL1,MUC1,post_translational,16,17,1,1,0,0,1,1,14521915;15471854;16888623;20841568;7664271
ABL1,MYC,post_translational,3,3,1,1,0,0,1,1,23318434;32171747
ABL1,MYLK,post_translational,6,6,1,1,0,0,1,1,11113114;12408982;20861316
ABL1,MYOD1,post_translational,8,8,0,0,1,1,1,1,12415271;20841568;26998525
ABL1,NCF1C,post_translational,0,0,0,0,0,0,1,0,
ABL1,NCK1,post_translational,22,26,1,1,0,0,1,1,10372803;10967110;11494134;12379115;17474147;20841568;22327338;23331499;7926767
ABL1,NCKAP1,post_translational,0,0,1,1,0,0,1,1,
ABL1,NCOA3,post_translational,7,7,1,1,0,0,1,1,18765637;20841568
ABL1,NCSTN,post_translational,1,1,0,0,0,0,1,0,12021275
ABL1,NEDD9,post_translational,11,11,1,1,0,0,1,1,20841568;23331499;8668148;8879209
ABL1,NFAT5,post_translational,2,2,0,0,0,0,1,0,20080774;30190682
ABL1,NFKBIA,post_translational,6,6,1,1,0,0,1,1,12167702;14757045;20841568
ABL1,NOS3,post_translational,2,2,1,1,0,0,1,1,32653904
ABL1,NOX5,post_translational,1,1,0,0,0,0,1,0,32792487
ABL1,NTRK1,post_translational,5,5,0,0,0,0,1,0,10679771;10708759
ABL1,NUMA1,post_translational,3,3,0,0,0,0,1,0,22252550;25202877
ABL1,OGDH,post_translational,4,4,0,0,0,0,1,0,17892306;20841568
ABL1,OTULIN,post_translational,4,4,0,0,0,0,1,0,24726323;24726327;32770022
ABL1,PAG1,post_translational,2,2,0,0,0,0,1,0,9334312
ABL1,PAK1,post_translational,1,1,1,0,0,0,1,0,11121037
ABL1,PAK2,post_translational,5,5,0,0,1,0,1,0,11121037;20841568
ABL1,PAX7,post_translational,1,1,1,1,0,0,1,1,33777928
ABL1,PCNA,post_translational,2,2,1,1,0,0,1,1,23542172
ABL1,PDE4D,post_translational,0,0,0,0,0,0,1,0,
ABL1,PDGFB,post_translational,0,0,0,0,1,1,1,1,
ABL1,PDGFRB,post_translational,9,9,1,1,1,0,1,1,14993293;19275932;20841568
ABL1,PDHA1,post_translational,0,0,0,0,0,0,1,0,
ABL1,PDK1,post_translational,0,0,0,0,0,0,1,0,
ABL1,PDP1,post_translational,1,1,0,0,1,1,1,1,24962578
ABL1,PIK3AP1,post_translational,8,8,0,0,0,0,1,0,15893754;17693683;18083107;20841568
ABL1,PIK3R1,post_translational,14,14,0,0,0,0,1,0,1383690;16135792;16219545;17474147;19380743;33288731;8294442
ABL1,PIM1,transcriptional,2,2,1,1,0,0,1,1,15145216
